verbose,total_opt_steps,N_epoch,N_E_traj,add_history,N_agg_iter,opt_seed,run_seed,linear,RL_expert_folder,kill_feats,pair_E_s0,pi0_BC_init,density_ratio_feature_map,adversary_feature_map,learning_rate,H_dims,N_test_E_traj,N_test_rollout,batch_size,reinit_opt,resume_BC,record_intermediate,NN_mid_as_feats,N_FAIL_samps,render,switch_2_E_after,random_demos,RL_expert_exp_id,RL_expert_load_best,RL_expert_algo,N_E_samp,loss_train,loss_test,reward,runtime,alg,env_id,class_test,w_max,w_min,w_ESS,final
0,500000,5,1,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1645.0,1.7852296829223633,1.7846802473068235,21.0,0.10007267793019613,Expert,PongNoFrameskip-v4,0.0,1.0,1.0,1645.0000000000002,True
0,500000,5,1,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1645.0,1.824799656867981,1.8246721029281616,-19.0,0.025775973002115884,Random,PongNoFrameskip-v4,0.8318815827369691,1.0,1.0,1645.0000000000002,True
0,500000,5,6,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9855.0,1.7850016355514526,1.7846802473068235,21.0,0.09523923794428507,Expert,PongNoFrameskip-v4,0.0,1.0,1.0,9855.0,True
0,500000,5,6,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9855.0,1.823182821273804,1.8249242305755613,-19.0,0.02556933561960856,Random,PongNoFrameskip-v4,0.8341353535652161,1.0,1.0,9855.0,True
0,500000,5,10,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16428.0,1.7849758863449097,1.7846802473068235,21.0,0.10441826979319256,Expert,PongNoFrameskip-v4,0.0,1.0,1.0,16427.999999999996,True
0,500000,5,10,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16428.0,1.8233051300048828,1.829217791557312,-20.0,0.02521336476008097,Random,PongNoFrameskip-v4,0.8339526057243347,1.0,1.0,16427.999999999996,True
0,500000,5,125,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205290.0,1.7847007513046265,1.7846802473068235,21.0,0.18507123390833533,Expert,PongNoFrameskip-v4,0.0,1.0,1.0,205290.0,True
0,500000,5,125,False,5,,,False,my_RL_experts,,False,True,linear,poly 2,0.01,[64],10.0,1.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205290.0,1.825771927833557,1.8234622478485107,-21.0,0.03715842962265015,Random,PongNoFrameskip-v4,0.8319424986839294,1.0,1.0,205290.0,True
0,600000,10,1,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.060199324041605,0.6793198585510254,-19.0,0.9752077341079712,BC,PongNoFrameskip-v4,0.12406404316425325,1.0,1.0,1640.0,False
0,1200000,10,1,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.005519915837794542,0.9429938197135924,-19.0,1.916043142477672,BC,PongNoFrameskip-v4,0.11450660228729248,1.0,1.0,1640.0,False
0,1800000,10,1,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.002125170547515154,1.1901264190673828,-21.0,2.8487126111984247,BC,PongNoFrameskip-v4,0.11115846037864684,1.0,1.0,1640.0,False
0,2400000,10,1,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0022355993278324604,1.0272228717803955,-21.0,3.7968782504399616,BC,PongNoFrameskip-v4,0.1101844534277916,1.0,1.0,1640.0,False
0,3000000,10,1,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0017743497155606747,1.259839653968811,-8.4,5.334474205970763,BC,PongNoFrameskip-v4,0.11067145317792892,1.0,1.0,1640.0,True
0,600000,10,6,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.15214598178863525,0.17347562313079834,21.0,1.4895053863525392,BC,PongNoFrameskip-v4,0.06264077126979828,1.0,1.0,9859.0,False
0,1200000,10,6,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.08006976544857025,0.09374073892831802,21.0,2.9766715566317234,BC,PongNoFrameskip-v4,0.03457722067832947,1.0,1.0,9859.0,False
0,1800000,10,6,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.04286053031682968,0.05612321943044663,21.0,4.468431806564331,BC,PongNoFrameskip-v4,0.019053995609283447,1.0,1.0,9859.0,False
0,2400000,10,6,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.033653035759925835,0.045286133885383606,21.0,5.968868136405945,BC,PongNoFrameskip-v4,0.013757837936282158,1.0,1.0,9859.0,False
0,3000000,10,6,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.0258166678249836,0.035009495913982384,21.0,7.861993487675985,BC,PongNoFrameskip-v4,0.011201071552932262,1.0,1.0,9859.0,True
0,600000,10,10,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.15845908224582672,0.1912599802017212,1.9,1.9922386765480042,BC,PongNoFrameskip-v4,0.07311134040355682,1.0,1.0,16433.999999999996,False
0,1200000,10,10,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.06583616137504578,0.09087075293064116,21.0,3.883845063050588,BC,PongNoFrameskip-v4,0.030742071568965912,1.0,1.0,16433.999999999996,False
0,1800000,10,10,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.04373699426651001,0.061165023595094674,21.0,5.770020484924316,BC,PongNoFrameskip-v4,0.021793389692902558,1.0,1.0,16433.999999999996,False
0,2400000,10,10,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.02593119628727436,0.04105222970247269,21.0,7.649742615222932,BC,PongNoFrameskip-v4,0.013879588805139065,1.0,1.0,16433.999999999996,False
0,3000000,10,10,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.02593119628727436,0.04105222970247269,21.0,9.544589857260387,BC,PongNoFrameskip-v4,0.013879588805139065,1.0,1.0,16433.999999999996,True
0,600000,10,125,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.2031027525663376,0.20606854557991028,21.0,13.043946468830105,BC,PongNoFrameskip-v4,0.07950326055288315,1.0,1.0,205278.0,False
0,1200000,10,125,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.07226186990737915,0.0756014883518219,21.0,26.222756930192308,BC,PongNoFrameskip-v4,0.026359042152762413,1.0,1.0,205278.0,False
0,1800000,10,125,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.03842445835471153,0.044073719531297684,12.144,38.130283264319104,BC,PongNoFrameskip-v4,0.013575211167335509,1.0,1.0,205278.0,False
0,2400000,10,125,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.034843772649765015,0.04123493656516075,21.0,51.28273855447769,BC,PongNoFrameskip-v4,0.014123089611530304,1.0,1.0,205278.0,False
0,3000000,10,125,False,5,0.0,0.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.031511422246694565,0.03732343018054962,21.0,53.562522570292145,BC,PongNoFrameskip-v4,0.011809824965894222,1.0,1.0,205278.0,True
0,600000,10,1,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.06709375977516174,0.8931893110275269,-21.0,0.9705814838409424,BC,PongNoFrameskip-v4,0.13203871250152588,1.0,1.0,1640.0,False
0,1200000,10,1,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0037119528278708467,1.287751317024231,-21.0,1.950056064128876,BC,PongNoFrameskip-v4,0.11475010961294176,1.0,1.0,1640.0,False
0,1800000,10,1,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.002285809721797705,1.3656644821166992,-21.0,2.9364810665448497,BC,PongNoFrameskip-v4,0.11310647428035735,1.0,1.0,1640.0,False
0,2400000,10,1,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0019326373003423207,1.4412341117858891,20.0,3.9892770250638327,BC,PongNoFrameskip-v4,0.11134108155965804,1.0,1.0,1640.0,False
0,3000000,10,1,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0018197011668235066,1.4405407905578609,-15.1,5.561970472335815,BC,PongNoFrameskip-v4,0.1110975816845894,1.0,1.0,1640.0,True
0,600000,10,6,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.14676348865032196,0.1678953766822815,21.0,1.529085961977641,BC,PongNoFrameskip-v4,0.06373652815818788,1.0,1.0,9859.0,False
0,1200000,10,6,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.052670329809188836,0.06598687171936035,21.0,3.062909511725108,BC,PongNoFrameskip-v4,0.021245511248707768,1.0,1.0,9859.0,False
0,1800000,10,6,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.03408073261380196,0.04742012172937393,21.0,4.603363990783691,BC,PongNoFrameskip-v4,0.014853594824671744,1.0,1.0,9859.0,False
0,2400000,10,6,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.03058372624218464,0.04183606058359146,21.0,6.138308735688528,BC,PongNoFrameskip-v4,0.01266208104789257,1.0,1.0,9859.0,False
0,3000000,10,6,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.029353493824601173,0.040939293801784515,21.0,8.074892763296763,BC,PongNoFrameskip-v4,0.01199245173484087,1.0,1.0,9859.0,True
0,600000,10,10,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.1399197280406952,0.1716720163822174,21.0,1.914945713678996,BC,PongNoFrameskip-v4,0.06404090672731401,1.0,1.0,16433.999999999996,False
0,1200000,10,10,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.05674980208277702,0.07894383370876312,21.0,3.828677185376485,BC,PongNoFrameskip-v4,0.026359042152762413,1.0,1.0,16433.999999999996,False
0,1800000,10,10,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.03596997261047363,0.054135456681251526,21.0,5.7465305844942725,BC,PongNoFrameskip-v4,0.016984233632683754,1.0,1.0,16433.999999999996,False
0,2400000,10,10,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.024776635691523552,0.03881775960326195,21.0,7.648599354426067,BC,PongNoFrameskip-v4,0.01199245173484087,1.0,1.0,16433.999999999996,False
0,3000000,10,10,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.019783278927207,0.031481370329856866,21.0,9.572803068161011,BC,PongNoFrameskip-v4,0.009922687895596027,1.0,1.0,16433.999999999996,True
0,600000,10,125,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.17454677820205688,0.1750032901763916,8.328,16.068544952074685,BC,PongNoFrameskip-v4,0.06848481297492981,1.0,1.0,205278.0,False
0,1200000,10,125,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.06495140492916107,0.06751788407564162,21.0,29.220335110028586,BC,PongNoFrameskip-v4,0.02514153532683849,1.0,1.0,205278.0,False
0,1800000,10,125,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.03854648396372795,0.04329805448651314,21.0,42.33114722172419,BC,PongNoFrameskip-v4,0.013453461229801178,1.0,1.0,205278.0,False
0,2400000,10,125,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.03252067416906357,0.03660823404788971,21.0,55.41945683161418,BC,PongNoFrameskip-v4,0.010470566339790821,1.0,1.0,205278.0,False
0,3000000,10,125,False,5,1.0,1.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.02730223350226879,0.030533185228705406,21.0,57.66964937845865,BC,PongNoFrameskip-v4,0.00955743622034788,1.0,1.0,205278.0,True
0,600000,10,1,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.029525175690650936,0.8157379627227783,-21.0,1.032466705640157,BC,PongNoFrameskip-v4,0.10616667568683624,1.0,1.0,1640.0,False
0,1200000,10,1,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.002645169850438833,1.2878820896148682,-21.0,2.079100485642751,BC,PongNoFrameskip-v4,0.10701893270015717,1.0,1.0,1640.0,False
0,1800000,10,1,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.002009549411013723,1.2822191715240479,-21.0,3.125177478790284,BC,PongNoFrameskip-v4,0.10799293965101242,1.0,1.0,1640.0,False
0,2400000,10,1,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0017678613075986505,1.3815733194351196,-21.0,4.171565222740173,BC,PongNoFrameskip-v4,0.1065928041934967,1.0,1.0,1640.0,False
0,3000000,10,1,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0017678613075986505,1.3815733194351196,-16.8,5.7261672218640625,BC,PongNoFrameskip-v4,0.1065928041934967,1.0,1.0,1640.0,True
0,600000,10,6,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.1724138855934143,0.19035156071186066,21.0,1.6052538394927978,BC,PongNoFrameskip-v4,0.07372009754180907,1.0,1.0,9859.0,False
0,1200000,10,6,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.07798304408788681,0.0966707095503807,21.0,3.19649160305659,BC,PongNoFrameskip-v4,0.03348146378993988,1.0,1.0,9859.0,False
0,1800000,10,6,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.04502006247639656,0.0606066882610321,21.0,4.7924917896588655,BC,PongNoFrameskip-v4,0.021915139630436897,1.0,1.0,9859.0,False
0,2400000,10,6,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.04284599423408508,0.059920452535152435,21.0,6.392831035455068,BC,PongNoFrameskip-v4,0.01948012411594391,1.0,1.0,9859.0,False
0,3000000,10,6,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,9859.0,0.03211771696805954,0.045597054064273834,21.0,8.386957557996114,BC,PongNoFrameskip-v4,0.014001339673995972,1.0,1.0,9859.0,True
0,600000,10,10,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.13898172974586487,0.1672409623861313,16.8,1.957596894105276,BC,PongNoFrameskip-v4,0.06379740685224533,1.0,1.0,16433.999999999996,False
0,1200000,10,10,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.051729485392570496,0.07358388602733612,21.0,3.9632308959960936,BC,PongNoFrameskip-v4,0.02587204053997993,1.0,1.0,16433.999999999996,False
0,1800000,10,10,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.04090038314461708,0.058246813714504235,21.0,5.9769153436024975,BC,PongNoFrameskip-v4,0.017897363752126694,1.0,1.0,16433.999999999996,False
0,2400000,10,10,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.032336100935935974,0.04935368150472641,21.0,7.977112702528635,BC,PongNoFrameskip-v4,0.014549218118190762,1.0,1.0,16433.999999999996,False
0,3000000,10,10,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,16434.0,0.023205963894724846,0.03725781664252281,21.0,9.985833410422009,BC,PongNoFrameskip-v4,0.011079320684075356,1.0,1.0,16433.999999999996,True
0,600000,10,125,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.19401223957538605,0.19799739122390747,10.792,15.907429496447243,BC,PongNoFrameskip-v4,0.07560723274946213,1.0,1.0,205278.0,False
0,1200000,10,125,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.07218660414218903,0.0764412060379982,13.224,28.47371305227281,BC,PongNoFrameskip-v4,0.0259329155087471,1.0,1.0,205278.0,False
0,1800000,10,125,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.04150630533695221,0.04533848911523819,21.0,41.68021794557571,BC,PongNoFrameskip-v4,0.017714738845825195,1.0,1.0,205278.0,False
0,2400000,10,125,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.03269002586603165,0.03586471825838089,21.0,54.82807138760885,BC,PongNoFrameskip-v4,0.012053326703608036,1.0,1.0,205278.0,False
0,3000000,10,125,False,5,2.0,2.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,205278.0,0.029142213985323906,0.03064594976603985,21.0,57.086661680539464,BC,PongNoFrameskip-v4,0.010348816402256487,1.0,1.0,205278.0,True
0,600000,10,1,False,5,3.0,3.0,False,my_RL_experts,,False,True,linear,poly 2,0.0003,[64],10.0,10.0,128.0,False,False,True,False,1.0,False,10000000000.0,False,0.0,False,,1640.0,0.0513390488922596,0.766808807849884,21.0,1.068471089998881,BC,PongNoFrameskip-v4,0.1223595291376114,1.0,1.0,1640.0,False
